,org_id,start_date,churn_date,base_growth,common_base_growth,10/21/15,1/21/16,4/21/16,7/21/16,10/21/16,1/21/17,4/21/17,7/21/17,10/21/17,1/21/18,4/21/18,7/21/18,10/21/18,1/21/19,4/21/19,7/21/19,10/21/19,1/21/20,4/21/20,7/21/20,10/21/20,1/21/21,4/4/21
377,104331,8/2/19,8/29/19,0.923076923,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,105068,8/14/19,1/17/21,0.013435701,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,27,23,23,0,0
379,105075,6/13/19,8/24/20,0.027459954,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,12,12,12,0,0,0
380,105348,7/17/19,2/18/21,0.003442341,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0
381,105423,9/18/19,,0.040780142,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,20,21,21,22,23
382,105433,6/18/19,,2.364329268,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,691,1092,1147,1322,1293,1319,1551
383,105956,10/20/19,7/21/20,0.054744526,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,26,0,0,0,0
384,106329,9/19/19,,0.081705151,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,33,29,40,40,46
385,106741,7/1/19,,0.043545879,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,21,35,34,34,28,28
386,106751,3/6/20,6/15/20,0.09,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
387,106766,9/13/19,,0.059753954,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,26,32,34,26,34
388,107254,9/19/19,,0.898756661,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,58,80,158,264,387,506
389,108138,7/16/19,,0.300955414,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,41,56,101,100,189
390,108151,10/27/19,,0.024761905,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,17,17,14,13
391,108173,10/10/19,,0.381918819,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,45,170,213,207,207
392,108670,7/29/19,7/30/19,1,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,108716,9/27/19,10/10/19,0.083333333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,108967,7/25/19,,0.252019386,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,82,83,175,156,156
395,108987,11/11/19,,0.141176471,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,23,29,72,72
396,109311,8/15/19,,0.050167224,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,99,128,131,27,31,30
397,109462,11/1/19,,0.092307692,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,34,38,45,48
398,109804,8/30/19,,0.550600343,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,298,234,275,377,387,321
399,110149,8/1/19,,0.985294118,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,125,362,396,603
400,110468,12/14/19,,0.176100629,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,23,33,84,84
401,110866,11/4/20,,0.218543046,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33
402,111573,8/28/19,,0.100854701,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,47,53,57,64,59
403,111580,8/20/19,,0.027210884,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0
404,112073,9/26/19,,2.893884892,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,1654,1843,2104,2208,2378,1609
405,112151,12/5/19,,0.053497942,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,19,18,26
406,112241,9/1/19,12/17/20,0.006355932,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,8,0,0
407,112378,10/14/19,4/28/20,0.030612245,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,0,0
408,112972,10/3/19,,0.021857924,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12,12,12,12,12
409,113029,9/14/19,,1.38556338,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,81,418,633,787
410,113734,11/9/19,,0.083984375,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,24,32,38,43
411,114896,10/7/19,8/6/20,0.577557756,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,90,173,175,0,0,0
412,115391,12/9/19,4/23/20,0.02962963,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
413,115444,10/17/19,9/24/20,0.064327485,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,22,22,0,0,0
414,115469,11/6/19,,0.036893204,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,14,19,19,19
415,115660,10/25/20,,0.074534162,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12
416,115962,10/6/19,,0.095238095,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,22,23,32,41,52
417,116055,10/22/19,,0.037735849,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,48,59,20,20,20
418,116121,10/21/19,12/13/19,0.230769231,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
419,116195,2/11/20,,0.028708134,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12
420,116305,3/11/20,,1.110539846,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,150,316,432
421,116810,10/15/19,,0.029795158,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,15,16,16,16,16
422,117109,11/25/19,,0.040322581,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,22,20,20,20
423,117344,8/14/20,8/26/20,0.454545455,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,117438,2/24/20,,1.469135803,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,90,380,641,595
425,117589,6/25/20,,0.074204947,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,19,21
426,117628,12/12/19,,0.014613779,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,7,7
427,118131,2/3/20,,0.030516432,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12,12,13
428,118518,6/4/20,,0.098684211,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,24,30
429,119514,10/5/20,,0.082872928,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,15
430,119534,11/19/20,,0.066176471,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9
431,120141,12/4/19,,0.453798768,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,69,139,222,221
432,120387,1/29/20,2/3/20,1,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,120692,11/25/19,,0.014112903,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,7,7
434,120750,1/7/20,,0.04415011,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,17,19,19,20
435,121380,1/22/20,,0.038812785,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,15,15,17
436,122011,9/15/20,,0.114427861,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,23
437,122137,12/12/19,4/4/20,0.061946903,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
438,122417,2/8/20,,0.09263658,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,22,32,39
439,122676,12/17/19,,0.054852321,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,23,23,26,26
440,123023,2/20/20,,0.056234719,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,26,41,23
441,124841,5/4/20,,0.543283582,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,132,172,182
442,126107,7/1/20,,2.368231047,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,137,384,656
443,126117,8/6/20,,0.070539419,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,17
444,126366,1/17/20,,0.036117382,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,14,14,16
445,127362,2/27/20,2/28/21,0.073770492,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,27,27,0
446,127435,10/13/20,,0.080924856,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,14
447,128035,11/9/20,,2.006849315,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,293
448,128098,5/15/20,,0.030864198,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,8,10
449,128491,2/10/20,,0.040572792,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,17,17,17
450,129008,11/17/20,,0.094202899,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
451,129795,2/7/20,,0.227488152,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,66,73,96
452,130004,3/9/21,,0.538461539,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
453,130018,5/22/20,,0.129337539,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,37,41
454,130112,10/22/20,,0.042682927,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7
455,130226,12/3/20,,0.172131148,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21
456,131990,8/11/20,,0.118644068,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,28
457,132324,2/24/20,,0.22962963,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,63,88,93
458,134524,6/25/20,,0.307420495,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,83,87
459,135117,8/13/20,1/16/21,0.096774194,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
460,135260,7/30/20,,0.028225807,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7
461,135323,5/25/20,,0.057324841,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,18
462,136765,10/30/20,,0.134615385,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
463,136976,8/22/20,,0.355555556,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,80
464,138301,4/8/20,,0.207756233,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,59,75
465,138362,1/10/21,,0.321428571,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
466,139181,7/26/20,,0.087301587,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,22
467,139510,10/12/20,,0.195402299,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,34
468,139914,5/7/20,,0.286144578,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,66,95
469,140925,8/11/20,,0.127118644,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,30
470,141283,4/30/20,,3.342182891,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,598,1133
471,141367,10/2/20,,0.516304348,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,95
472,141729,5/28/20,,0.028938907,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9,9
473,143016,7/15/20,,0.543726236,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62,127,143
474,143032,8/18/20,,0.187772926,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,43
475,143283,6/25/20,,0.053003534,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,15,15
476,144035,9/2/20,,0.051401869,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11
477,144487,8/14/20,,0.858369099,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,131,200
478,145304,7/30/20,,0.358870968,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,88,89
479,145452,7/9/20,,4.026022305,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36,1083
480,145519,3/9/21,,2,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
481,145954,8/13/20,,0.064102564,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15
482,146296,1/18/21,,0.171052632,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
483,146525,8/14/20,,0.0472103,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11
484,146905,7/23/20,,0.392156863,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,76,100
485,147168,9/21/20,,0.841025641,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,142,164
486,147352,12/15/20,,0.290909091,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32
487,147540,8/26/20,,0.199095023,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,44
488,147869,6/25/20,,4.533568905,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,356,861,1283
489,148041,12/4/20,,1.644628099,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,199
490,149099,9/14/20,,0.183168317,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,37
491,149382,11/17/20,,0.152173913,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
492,149712,1/26/21,,0.205882353,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
493,151458,7/20/20,,0.050387597,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,13
494,151997,1/26/21,,0.264705882,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
495,153145,10/14/20,,0.098837209,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,17
496,153176,7/30/20,,0.830645161,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,189,206
497,153848,12/23/20,,0.12745098,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13
498,154017,9/23/20,,0.015544042,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
499,154195,11/30/20,,0.128,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16
500,154350,8/18/20,,0.069868996,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,16
501,154845,8/11/20,,0.161016949,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,38
502,155615,9/4/20,,0.212264151,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,45
503,155869,11/11/20,,0.291666667,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42
504,156461,3/5/21,,0.433333333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
505,156738,8/25/20,3/9/21,0.005128205,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
506,158348,1/4/21,,0.133333333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12
507,158553,9/21/20,11/17/20,0.125,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
508,158599,10/16/20,,0.394117647,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,65,67
509,158732,11/5/20,,0.253333333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,38
510,159701,3/16/21,,1.789473684,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
511,159853,10/30/20,,0.102564103,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
512,160012,2/2/21,,0.508196721,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
513,161045,11/5/20,,0.26,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39
514,161257,10/5/20,,0.005524862,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
515,161764,12/23/20,,0.705882353,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,72
516,161792,10/28/20,,0.151898734,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24
517,161983,10/19/20,,21.49101796,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2258,3589
518,162099,1/21/21,,0.794520548,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,58
519,163081,1/18/21,,0.157894737,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12
520,163502,10/12/20,,0.028735632,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
521,164111,2/15/21,,1.916666667,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
522,165020,11/11/20,,0.520833333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,75
523,165133,2/3/21,,0.333333333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
524,165232,3/9/21,,0.615384615,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
525,165812,2/4/21,,0.288135593,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
526,167548,1/30/21,,0.234375,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
527,168123,3/9/21,,0.461538462,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
528,168368,11/14/20,,0.205673759,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
529,169885,1/27/21,,0.597014925,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
530,169909,11/25/20,,0.123076923,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16
531,170961,2/2/21,,2.983606557,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
532,172015,12/8/20,,0.051282051,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
533,172351,12/19/20,,0.08490566,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
534,173175,12/15/20,,0.009090909,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
535,178729,1/25/21,,0.492753623,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
536,179120,1/19/21,,0.093333333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
537,179797,2/2/21,,0.475409836,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
538,179945,1/19/21,,0.373333333,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28
539,181590,1/26/21,,0.264705882,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
540,182860,3/29/21,,5,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
541,183080,2/19/21,,0.931818182,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
542,184496,3/4/21,,2.580645161,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
543,184865,3/5/21,,7.066666667,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
544,184878,2/10/21,,2.547169811,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
545,185019,3/10/21,,0.36,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
546,185110,2/23/21,,1.35,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
547,186114,2/18/21,,0.355555556,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
548,187217,3/3/21,,0.03125,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
549,188214,4/1/21,,0.666666667,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
550,188938,3/11/21,3/12/21,2,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,189312,3/12/21,,0.130434783,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
552,189790,3/29/21,,4.666666667,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
553,191354,3/24/21,,0.090909091,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
554,192051,3/31/21,,1.25,0.411389206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
